genes	endo03_FC	endo03_FDR	endo06_FC	endo06_FDR	endo09_FC	endo09_FDR	endo12_FC	endo12_FDR	endo15_FC	endo15_FDR	endo18_FC	endo18_FDR	ovary03_FC	ovary03_FDR	ovary06_FC	ovary06_FDR	ovary09_FC	ovary09_FDR	ovary12_FC	ovary12_FDR	ovary15_FC	ovary15_FDR	ovary18_FC	ovary18_FDR	ovid03_FC	ovid03_FDR	ovid06_FC	ovid06_FDR	ovid09_FC	ovid09_FDR	ovid12_FC	ovid12_FDR	ovid15_FC	ovid15_FDR	ovid18_FC	ovid18_FDR	absMAX_FC	FC_sample	Min_FDR	FDR_sample
ENSSSCG00000000021	-0.922462480964217	0.999970279305184	-0.833256090376307	0.999982221946195	-0.176655335704878	0.999890466505892	0.0992540297336697	0.992789127432824	-0.0935940343026875	0.999107661984216	-0.442298163942406	0.999963438149354	0.939953292901837	0.896352196061725	0.419721412274667	0.99554657532219	0.857214026687448	0.828260638927464	0.557183436439272	0.89437718367457	0.0377121827867866	0.999560378701902	0.137783864828912	0.999898616998068	-0.304454145682859	0.999905160632868	-0.205279760306435	0.99998075372639	0.23881784500372	0.999991240463336	0.591186203608087	0.999791955937091	-0.435403799735509	0.999951635344029	-0.579928416713025	0.999918096269946	0.939953292901837	ovary03	0.828260638927464	ovary09
ENSSSCG00000000022	-0.2000167896009	0.999970279305184	-0.183077235937354	0.999982221946195	-0.360508755976703	0.999890466505892	0.399143665822801	0.955439313754371	-0.721519888884531	0.9594660351854	-0.0249698976830596	0.999963438149354	0.325403655382347	0.999746826372654	-0.248741727696429	0.999667845803702	0.0458700296930137	0.999803500436176	-0.22168738333427	0.973394289969801	-0.473558394913106	0.999560378701902	-0.469013997449698	0.999898616998068	0.0261473709151286	0.999905160632868	0.0351226767071117	0.99998075372639	0.240144241264332	0.999991240463336	-0.0202867389493256	0.999791955937091	-0.15624780639787	0.999951635344029	-0.0950281901142086	0.999918096269946	0.721519888884531	endo15	0.955439313754371	endo12
ENSSSCG00000000024	0.065532407370809	0.999970279305184	-0.233726443216669	0.999982221946195	-1.16173547723233	0.680966249532929	0.537299747612095	0.924352791129047	0.750338281241778	0.950597009182406	0.369714316100917	0.999963438149354	0.156695980281228	0.999746826372654	0.0616801347353257	0.999667845803702	0.055820726878186	0.999803500436176	-0.145062951347977	0.981385388604864	-0.0246708777800454	0.999560378701902	-0.548043064740071	0.999898616998068	-0.607122165222863	0.999905160632868	-1.16065785105893	0.99998075372639	-1.23419558009931	0.931166706430478	-1.99798304615389	0.263498449537601	-0.320601262482688	0.999951635344029	-0.779867205724755	0.999918096269946	1.99798304615389	ovid12	0.263498449537601	ovid12
ENSSSCG00000000025	-0.193002866489065	0.999970279305184	-2.09085668147066	0.24650124700298	-1.81614568214688	0.272842474382541	-1.25491894968124	0.585386546238248	-1.76739944940778	0.33540700723317	-1.29093578927235	0.999963438149354	-1.541997988584	0.525678338858332	-0.790802040725187	0.902198557601865	0.620105443572638	0.919145590542484	0.498570640057573	0.905715508451463	3.43787564932091	0.00392580341429328	3.63052452224622	0.00390413801048301	-0.629514083231781	0.999905160632868	-0.297869713407212	0.99998075372639	0.345270870695682	0.999991240463336	0.393500951311052	0.999791955937091	-0.0263873787195944	0.999951635344029	0.105138085532929	0.999918096269946	3.63052452224622	ovary18	0.00390413801048301	ovary18
ENSSSCG00000000026	0	0	0	0	0	0	0.532583083343193	0.945111573063367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190604396985814	0.999905160632868	-1.68234463895202	0.773928699725215	-2.23705946199962	0.389299317771782	-0.75358899033989	0.999791955937091	0.795500231997905	0.999951635344029	-0.604892923172336	0.999918096269946	2.23705946199962	ovid09	0	endo03
ENSSSCG00000000028	-0.326274521242294	0.999970279305184	-0.88278040332231	0.999982221946195	-1.9981952389646	0.198530118551536	-1.33353888649785	0.539501625969385	-1.86080063393553	0.287419415997078	-1.23371678594454	0.999963438149354	-1.44891879867638	0.681442212581737	-1.94923670272044	0.351575646181196	-2.4379893860202	0.210728445539821	-1.53812511844048	0.473060800311857	-2.812472566176	0.0909928839180831	-2.01175461979341	0.385810161630219	-0.351490661378755	0.999905160632868	0.381904685276165	0.99998075372639	-0.617432940644627	0.999991240463336	0.771200985733045	0.999791955937091	-0.661165485587291	0.999951635344029	-0.237109521679135	0.999918096269946	2.812472566176	ovary15	0.0909928839180831	ovary15
ENSSSCG00000000029	-2.45308052342522	0.266894010787781	-0.492654642875221	0.999982221946195	-1.46878900894212	0.446125666139868	-2.93972721418639	0.0226698042006767	-3.24605691473924	0.0113332189685447	-2.51069818215113	0.23357295017473	-1.65638808031816	0.394513242680621	-2.47375939371447	0.0707493225737416	-2.97887494227579	0.0193532647981549	-3.23850065060255	0.00600519553648318	-1.07847256486969	0.676527732259774	0.12863114583568	0.999898616998068	0.0231813611549868	0.999905160632868	-0.261736649768878	0.99998075372639	-0.962071584072426	0.999991240463336	-0.64694034208987	0.999791955937091	-0.0745542616147845	0.999951635344029	0.127687131159576	0.999918096269946	3.24605691473924	endo15	0.00600519553648318	ovary12
ENSSSCG00000000031	0.326057328940699	0.999970279305184	0.877931499308422	0.999982221946195	0.504500443481486	0.999890466505892	0.22735062837134	0.981072197691488	-0.275469879251105	0.999107661984216	-0.200846220761337	0.999963438149354	0.864276516546803	0.913323364154614	0.459045561826032	0.990013015259907	0.561757335273899	0.929958236516015	0.901997001149192	0.727773885094059	-0.795410687779726	0.877931539087718	-0.635078932127569	0.999898616998068	-0.176259404672454	0.999905160632868	-0.0768606583157549	0.99998075372639	0.0625087949866185	0.999991240463336	-0.15567163610589	0.999791955937091	-0.215170469416979	0.999951635344029	0.0918306489792384	0.999918096269946	0.901997001149192	ovary12	0.727773885094059	ovary12
ENSSSCG00000000033	0.95819381664047	0.999970279305184	4.11006125042409	0.000883029706380608	4.46198133943621	0.000239983789339912	2.22584409446671	0.117473850049089	0.674620476817047	0.976202954331814	0.646293187238223	0.999963438149354	0.164208489267484	0.999746826372654	0.207400958397991	0.999667845803702	0.161830746750697	0.993588085408779	0.287153181373348	0.959897369232415	1.47006287576792	0.399809298294156	1.61307727028184	0.45123603929052	0.932363439264401	0.999905160632868	1.56940136751569	0.681546134635267	2.07246246716594	0.284536033204805	0.563181834721151	0.999791955937091	1.64499173901492	0.687520573744516	0.638738566076185	0.999918096269946	4.46198133943621	endo09	0.000239983789339912	endo09
ENSSSCG00000000034	0.0867943071632322	0.999970279305184	-0.00392318019477682	0.999982221946195	-0.900830256539328	0.843141292623371	0.486645557194969	0.933871959571298	-0.0918671375454355	0.999107661984216	0.50379596755837	0.999963438149354	0.606941288458535	0.999746826372654	0.113021372067627	0.999667845803702	0.0391591586802052	0.999803500436176	0.584330099255423	0.874599277177682	0.0274811298628305	0.999560378701902	-0.0318897174228174	0.999898616998068	-0.202360872029689	0.999905160632868	0.242742099410649	0.99998075372639	0.212720313377744	0.999991240463336	0.375859254739058	0.999791955937091	0.295557885586466	0.999951635344029	0.668353879275901	0.999918096269946	0.900830256539328	endo09	0.843141292623371	endo09
ENSSSCG00000000035	0.140342319907478	0.999970279305184	0.426923545776896	0.999982221946195	-0.131432861380182	0.999890466505892	-0.568900220784692	0.914250193734907	-0.765002300610409	0.939818212995031	-0.137683512506573	0.999963438149354	0.828196113721179	0.936008391424546	0.651737310281652	0.946213462565714	0.441397138736225	0.964951163423706	0.534512297896594	0.889351271530836	-0.0393691098470892	0.999560378701902	0.0369068247839298	0.999898616998068	0.0420650015959119	0.999905160632868	-0.197442336723219	0.99998075372639	0.358851037752564	0.999991240463336	-0.575037547868324	0.999791955937091	-0.444107033863745	0.999951635344029	0.0283898034899517	0.999918096269946	0.828196113721179	ovary03	0.889351271530836	ovary12
ENSSSCG00000000036	-0.0331113037215613	0.999970279305184	0.099551245721247	0.999982221946195	0.339835790208426	0.999890466505892	1.11301325358238	0.658833656684498	0.718922567748935	0.95958716744232	0.185303480297029	0.999963438149354	0.163729565102946	0.999746826372654	-0.0872207711599899	0.999667845803702	0.0124086637694119	0.999803500436176	0.40914532205966	0.929333651230121	0.108922644521138	0.999560378701902	0.221177429937276	0.999898616998068	0.0302353554391798	0.999905160632868	0.105221295346643	0.99998075372639	0.287430263172841	0.999991240463336	0.308761268756741	0.999791955937091	0.0292970260634271	0.999951635344029	-0.232649492716628	0.999918096269946	1.11301325358238	endo12	0.658833656684498	endo12
ENSSSCG00000000037	-0.564652555764613	0.999970279305184	-0.61260211258122	0.999982221946195	-0.539471312249008	0.999890466505892	-0.205291478374636	0.985678605086902	0.683758507443717	0.969892657383235	0.136871508666996	0.999963438149354	1.13858202438851	0.755550347424748	0.997570182438041	0.766956254337029	0.487391520481654	0.950918413613674	0.196589719030535	0.976430128964468	0.519194953712622	0.997157746904761	-0.0718122498268499	0.999898616998068	-0.280778048176152	0.999905160632868	-0.0796173650433462	0.99998075372639	-0.0610538062586077	0.999991240463336	-0.299605323617979	0.999791955937091	-0.360721523459865	0.999951635344029	0.406994923319328	0.999918096269946	1.13858202438851	ovary03	0.755550347424748	ovary03
ENSSSCG00000000038	0.0778815224316368	0.999970279305184	-0.179064568870153	0.999982221946195	-0.115858076961083	0.999890466505892	1.08840695922814	0.673996871570529	0.44313124614371	0.999107661984216	0.21063854315203	0.999963438149354	0.239644941347488	0.999746826372654	0.0650543456244657	0.999667845803702	0.464797481422079	0.956573682971683	0.830628790305947	0.765280093978576	-0.68949156394808	0.93249123832261	0.0847226388559428	0.999898616998068	-0.0860490630182692	0.999905160632868	-0.191968893935963	0.99998075372639	0.0802004677093318	0.999991240463336	-0.476079675236241	0.999791955937091	0.66335921801229	0.999951635344029	0.0312086279793695	0.999918096269946	1.08840695922814	endo12	0.673996871570529	endo12
ENSSSCG00000000039	0.122988119240586	0.999970279305184	0.181815676176563	0.999982221946195	0.310447207506451	0.999890466505892	0.566668045027216	0.914250193734907	-0.0821922112384529	0.999107661984216	-0.0998089938272905	0.999963438149354	-0.0278066128196486	0.999746826372654	-0.326476236128927	0.999667845803702	0.0742463942274984	0.999304859417386	-0.302843186713844	0.955076006703454	-0.414165802646395	0.999560378701902	-0.0950469691412097	0.999898616998068	0.108188036410235	0.999905160632868	-0.0292183299926858	0.99998075372639	0.240959325071573	0.999991240463336	0.0460064056809036	0.999791955937091	0.0107423853603403	0.999951635344029	-0.06157809952401	0.999918096269946	0.566668045027216	endo12	0.914250193734907	endo12
ENSSSCG00000000040	0.680018405249068	0.999970279305184	0.496664542931203	0.999982221946195	1.52182355782964	0.459018272929956	0.366427548503976	0.962438109533573	-2.06048871795322	0.321546468704476	-1.45716490406141	0.999963438149354	-0.979074140928669	0.875825104533165	-0.901733984344826	0.848866512472759	-0.818106702594903	0.848259922746267	-3.46402508351856	0.0110129908935614	-0.511921735462565	0.999560378701902	0.0343363853161411	0.999898616998068	1.25860394529624	0.955574117702862	-0.830009344666703	0.99998075372639	-1.04571489202292	0.999991240463336	-2.73819774001331	0.0968193728200916	0.477327294979633	0.999951635344029	-0.299225382177307	0.999918096269946	3.46402508351856	ovary12	0.0110129908935614	ovary12
ENSSSCG00000000045	0.34640922793839	0.999970279305184	0.961372188835896	0.999982221946195	1.00995744669076	0.777992947516703	0.621323208852416	0.903455767677342	-0.322013549993688	0.999107661984216	-0.0127030095325713	0.999963438149354	1.05167202773794	0.811747889448923	0.694297954019158	0.926306378515798	0.546359004687393	0.933917114179816	0.363292214695793	0.944113871229581	0.601285963008342	0.969194261982216	-0.460338252970669	0.999898616998068	0.283080960014201	0.999905160632868	-0.519488105696581	0.99998075372639	-0.656019367213816	0.999991240463336	-0.45524074732638	0.999791955937091	-0.25216126029358	0.999951635344029	-0.174326319198403	0.999918096269946	1.05167202773794	ovary03	0.777992947516703	endo09
