,endo00.txt,endo03.txt,endo06.txt,endo09.txt,endo12.txt,endo15.txt,endo18.txt,ovary00.txt,ovary03.txt,ovary06.txt,ovary09.txt,ovary12.txt,ovary15.txt,ovary18.txt,ovid00.txt,ovid03.txt,ovid06.txt,ovid09.txt,ovid12.txt,ovid15.txt,ovid18.txt
ENSSSCG00000038280,26.5445530063956,28.3783863885446,25.0324158439652,26.5181354786483,22.5262307339086,20.9415257384197,27.5872766041356,25.1580883467468,32.2854807797322,28.7688992765702,30.5207808339194,34.2731977943814,23.6216606986106,23.3905667309846,24.4048774762505,23.8249997643038,29.3328131441906,31.6255270660752,27.5357674468883,28.5457915685091,25.6955242305974
ENSSSCG00000003334,29.0340773211807,28.7618780964979,30.5432835111068,28.8029878828138,43.433163731354,30.1426055510482,33.4191982903984,35.4050625329217,32.819125090141,30.2422391317045,30.9602800779278,26.2389657910915,51.3724620862696,31.4562793968414,29.3768898171795,27.2096097586757,29.1523035248417,29.0802130164917,34.7909022521346,28.7225456958683,38.7329848469274
ENSSSCG00000003903,56.3566066759467,90.2483819383446,175.756203282567,103.199166921476,62.2530018684693,51.9086008067286,59.405555215952,60.4571476984322,106.95756678622,104.413269207282,76.9612009508111,68.9179207681057,85.1123774463323,64.3576656463154,78.7818856837353,98.054142484008,61.76437475387,51.8289573346444,49.9423233105327,70.49543779509,84.053681275122
ENSSSCG00000003904,41.2638655175623,37.7419755910711,112.614736452267,84.9549666639724,77.1505410439296,40.3660275650799,40.594748992614,45.7227055065875,57.3286459182022,46.5265217410838,68.6107153146508,49.6450520896934,37.087867270102,49.73856143945,46.8839755246763,44.2653895342358,39.5917765105177,46.7383292354774,44.7456221011935,41.3015477595972,39.4572882145012
ENSSSCG00000027991,4.51226282054791,1.11851748153047,0.934045367312136,0.450046685668966,2.4109544076228,3.66064465663715,2.17267670664695,3.28609861832507,1.8296376356873,2.4814144928578,2.83232846138772,1.39321942253583,15.8097729085189,6.7214272215473,9.52385462487823,2.02412950643807,3.36951289451215,2.6725797520627,5.56789415286345,5.74450913917365,4.2423482957899
ENSSSCG00000003905,11.0783832007935,22.2744767036212,17.061895376235,8.82783883427586,8.24042625888987,6.46384101532325,7.97601054150656,10.8476588798473,8.76701367100166,5.69949891328277,8.20398588815753,4.82982733145754,9.78345947044816,8.20014121028771,5.07705485517406,5.90647626468813,5.74622288260554,5.8542223140421,6.10781116162596,6.74611586087573,14.9689362631937
ENSSSCG00000003329,19.4805277631931,21.6353238570323,12.1114549294807,17.1710120070621,24.9371851415314,15.0053452141433,18.810806223338,26.7481360652911,20.0116616403299,16.0516500006739,27.932618619203,21.4091384596339,28.1971949756643,38.4465637072506,17.3670290218368,14.8989204654212,13.8089858801882,18.994406095017,17.6147924108771,20.503478773666,15.8312021769721
ENSSSCG00000026991,8.68221604781288,6.39152846588842,10.9594656431291,11.2511671417241,12.0907564322576,17.9404566955911,6.48944226853759,13.9924199231906,13.2648728587329,13.5702355078161,15.9196392829723,9.19524818873648,5.6915182470668,15.0896041123737,16.9468589648568,29.0014621086372,45.0371500275418,38.1160778925132,58.0748232550181,44.6598761794218,11.6578351542845
ENSSSCG00000003338,4.76121525202642,5.40084155367572,4.82590106444604,2.70028011401379,4.46206487380936,5.40852003322966,3.65924497961591,12.0490282671919,6.36561427416208,10.0807463772348,4.73682518542429,12.1674496234796,8.51867763776665,6.45257013268541,5.18209736941904,3.08596793604492,5.20469402455894,4.48611601239095,10.4608920447737,9.69201798352888,6.93261794677863
ENSSSCG00000029145,141.093790540443,140.805372103522,155.425149120739,130.790490650566,163.800962141776,108.69806115564,133.991259527029,131.196603976785,135.431302491604,129.576363048918,159.391725827061,141.272449445133,81.9876223302956,81.9341978306616,108.158775500915,116.271308041951,126.717752782903,140.56496838825,151.277996892647,117.600412736314,107.369351583691
