genes,Min_FDR,Max_abs_logFC
ENSSSCG00000022951,4.24683180292398e-06,5.9213447091286
ENSSSCG00000011714,4.25931620694388e-06,5.51349622833638
ENSSSCG00000021534,4.29452864522311e-06,6.20985392138888
ENSSSCG00000009648,4.30290395897557e-06,9.88456655175937
ENSSSCG00000011936,4.36803252205671e-06,5.78697155134256
ENSSSCG00000061605,4.47933282441423e-06,5.86379291434599
ENSSSCG00000037541,4.62824888497717e-06,5.54974178905205
ENSSSCG00000040725,4.69762371766956e-06,6.17304683946944
ENSSSCG00000032094,4.93557811591331e-06,5.69798272498697
ENSSSCG00000030694,4.94609593110501e-06,6.46563775513458
ENSSSCG00000009855,5.0323544299048e-06,9.77978040753853
ENSSSCG00000051558,5.0323544299048e-06,9.77978040753853
ENSSSCG00000025795,5.0458951954547e-06,5.67784450166723
ENSSSCG00000061845,5.13863855777671e-06,6.70768347649976
ENSSSCG00000007436,5.19984552629781e-06,6.28329677073568
ENSSSCG00000015401,5.19984552629781e-06,5.74326500834515
ENSSSCG00000009485,5.30343907965598e-06,6.14806110265379
ENSSSCG00000026402,5.33541852957532e-06,9.51321152343108
ENSSSCG00000020864,5.36000282130329e-06,5.46848523459923
ENSSSCG00000048684,5.39660310067944e-06,9.85065711982522
ENSSSCG00000036883,5.41161452006138e-06,5.65862190187842
ENSSSCG00000009856,5.46699233602427e-06,8.72266361409601
ENSSSCG00000014725,5.5308519668804e-06,5.71632099939131
ENSSSCG00000006858,5.69098462472953e-06,6.54138584704439
ENSSSCG00000012607,5.70374403455346e-06,9.74477381778874
ENSSSCG00000029675,5.88802625843916e-06,5.6753206663579
ENSSSCG00000006141,5.90575329943328e-06,6.33182899795073
ENSSSCG00000036573,5.91595683042905e-06,8.50704570240679
ENSSSCG00000009667,5.98543867208096e-06,6.70998695139487
ENSSSCG00000026442,6.00278257818325e-06,9.88653827044267
ENSSSCG00000012833,6.02470173025332e-06,9.8208641911185
ENSSSCG00000000932,6.02470173025332e-06,9.80770343664312
ENSSSCG00000010336,6.10014303563557e-06,9.48170590551383
ENSSSCG00000057496,6.18607020239649e-06,5.66734824873506
ENSSSCG00000029515,6.19613691629652e-06,7.31430426372486
ENSSSCG00000013665,6.35855377025226e-06,8.64086754036467
ENSSSCG00000006148,6.37839828022171e-06,9.45518970208482
ENSSSCG00000015930,6.45094080828271e-06,5.54166073590811
ENSSSCG00000015320,6.48137719278355e-06,7.73042320229519
ENSSSCG00000006802,6.49114386684927e-06,5.79985068197184
ENSSSCG00000048959,6.50266510339877e-06,9.74063387697169
ENSSSCG00000031723,6.5245943000719e-06,9.44780661769794
ENSSSCG00000034000,6.5245943000719e-06,9.44780661769794
ENSSSCG00000030433,6.5245943000719e-06,7.028495497691
ENSSSCG00000010337,6.5245943000719e-06,5.89905818374911
ENSSSCG00000052449,6.5553719544151e-06,9.32652710517579
ENSSSCG00000007485,6.82708509236363e-06,5.49896727456302
ENSSSCG00000033514,6.93023096547892e-06,6.61463198222012
ENSSSCG00000006233,6.93335297208693e-06,5.59511388573628
ENSSSCG00000002827,6.97561052885084e-06,5.65904315854546
ENSSSCG00000015839,7.41994183890005e-06,5.38889392763294
ENSSSCG00000030998,7.42508384883108e-06,5.91088136337704
ENSSSCG00000039270,7.54335847725473e-06,5.7037812787217
ENSSSCG00000014117,7.62479601145947e-06,5.98966672718088
ENSSSCG00000009496,7.67415920129325e-06,6.0240173760416
ENSSSCG00000026886,7.89077090813717e-06,9.39541570919054
ENSSSCG00000035243,8.11951757586171e-06,5.50193361114649
ENSSSCG00000018758,8.18950872599043e-06,9.64704449186015
ENSSSCG00000028204,8.26010422599468e-06,5.68094072145783
ENSSSCG00000004521,8.2825244523826e-06,5.93940326825724
ENSSSCG00000008926,8.29529537868262e-06,9.66617033417346
ENSSSCG00000042589,8.29529537868262e-06,6.31040549552168
ENSSSCG00000056379,8.34178192754869e-06,5.53916829952967
ENSSSCG00000055095,8.49426788674124e-06,9.65288995304706
ENSSSCG00000038138,8.66465389543342e-06,5.44814718066953
ENSSSCG00000051499,8.70165794484762e-06,6.58785685631737
ENSSSCG00000013890,8.80841758772005e-06,9.6541788939749
ENSSSCG00000030300,8.80927700408868e-06,5.31628460651238
ENSSSCG00000005979,8.8377961070364e-06,5.45256196751701
ENSSSCG00000017249,8.84822858868693e-06,6.34211186843019
ENSSSCG00000037579,8.96108405944489e-06,9.2405087339682
ENSSSCG00000044226,9.14733922893724e-06,5.45689924273406
ENSSSCG00000040083,9.19448387510226e-06,9.60861897532921
ENSSSCG00000009237,9.31072760049598e-06,5.4713344118506
ENSSSCG00000007079,9.43426747720043e-06,6.52428622945459
ENSSSCG00000029443,9.54364385749764e-06,9.5955796220208
ENSSSCG00000040042,9.74679609562883e-06,9.66663554262463
ENSSSCG00000001560,9.88218253402678e-06,7.80178380691835
ENSSSCG00000053490,9.88218253402678e-06,5.90358167064736
ENSSSCG00000034639,9.88218253402678e-06,5.5476493909456
ENSSSCG00000028274,9.91252040745949e-06,9.5824213408371
ENSSSCG00000053150,1.02200609195255e-05,9.19549655950208
ENSSSCG00000013320,1.02287862479692e-05,9.56914194238588
ENSSSCG00000000240,1.05094456582207e-05,6.28491569521135
ENSSSCG00000041010,1.05812664609625e-05,6.50485181108288
ENSSSCG00000043194,1.06526446654739e-05,5.89326297320131
ENSSSCG00000062878,1.07758911859249e-05,5.9622696213351
ENSSSCG00000010023,1.0959096031227e-05,5.24396846437425
ENSSSCG00000014293,1.09597010630738e-05,5.41063259544216
ENSSSCG00000007848,1.10173270596782e-05,6.06125926234529
ENSSSCG00000058261,1.10563417487789e-05,9.56943989757125
ENSSSCG00000003954,1.10731190905602e-05,9.542210728722
ENSSSCG00000057979,1.12402402657409e-05,9.51713807455537
ENSSSCG00000023716,1.12402402657409e-05,5.5769461020115
ENSSSCG00000016792,1.12903375999938e-05,5.23042686592869
ENSSSCG00000061214,1.13328260725381e-05,5.52440808596237
ENSSSCG00000008937,1.14844569573613e-05,5.55921346058654
ENSSSCG00000013880,1.15413453189194e-05,6.35531375601163
ENSSSCG00000034866,1.15831808819364e-05,7.23185814430347
ENSSSCG00000056400,1.16101707176584e-05,6.4915690552304
ENSSSCG00000003073,1.16119187237787e-05,9.52855422035992
ENSSSCG00000013787,1.16451106383552e-05,6.3463872891571
ENSSSCG00000039888,1.18480647530411e-05,5.26039754081648
ENSSSCG00000003582,1.18480647530411e-05,5.23043034360753
ENSSSCG00000050458,1.20988081693663e-05,5.46239499906804
ENSSSCG00000038594,1.20988081693663e-05,5.45605912878168
ENSSSCG00000023467,1.22475375338767e-05,5.52023279062586
ENSSSCG00000047115,1.22561218798036e-05,9.26522170411148
ENSSSCG00000014876,1.23252740786834e-05,5.92448895634611
ENSSSCG00000013842,1.24822674838159e-05,6.32241720353979
ENSSSCG00000040843,1.25537146168515e-05,6.17256591258329
ENSSSCG00000037477,1.26019113352452e-05,6.36420746493107
ENSSSCG00000054096,1.2789695507013e-05,9.3468994664716
ENSSSCG00000011060,1.2789695507013e-05,5.83814194373293
ENSSSCG00000042264,1.30208286629924e-05,6.47179353569413
ENSSSCG00000057082,1.30231990530114e-05,8.44396950898559
ENSSSCG00000015726,1.33068761193027e-05,9.54015532040675
ENSSSCG00000003044,1.33901901035105e-05,5.69813965943328
ENSSSCG00000006138,1.34012765722434e-05,5.59003351812604
ENSSSCG00000012482,1.35894676802301e-05,6.69378891037416
ENSSSCG00000007836,1.36763578608347e-05,9.62837316975514
ENSSSCG00000016187,1.38334401672167e-05,9.32577527748974
ENSSSCG00000006316,1.38334401672167e-05,9.32577527748974
ENSSSCG00000054392,1.38881325448643e-05,9.22575846565213
ENSSSCG00000040464,1.39809916923304e-05,9.10102650114024
ENSSSCG00000006614,1.40122557050611e-05,5.32793657571933
ENSSSCG00000025996,1.40222166040808e-05,9.47259754623217
ENSSSCG00000011821,1.41652729952586e-05,5.30722819099832
ENSSSCG00000036011,1.41661097800018e-05,5.40963168254348
ENSSSCG00000057672,1.42476245845002e-05,5.73710463553823
ENSSSCG00000007603,1.43144583622525e-05,5.64562714826841
ENSSSCG00000009182,1.44752483351397e-05,9.55693202695889
ENSSSCG00000058610,1.44752483351397e-05,5.55567448771255
ENSSSCG00000038489,1.44752483351397e-05,5.48664045496495
ENSSSCG00000056997,1.47341752610336e-05,5.46017169558773
ENSSSCG00000039927,1.49574275364023e-05,9.20561452130861
ENSSSCG00000048042,1.57534454414913e-05,9.32377728815644
ENSSSCG00000031944,1.63952410255073e-05,6.36675711588542
ENSSSCG00000047552,1.64215031810586e-05,9.05136564533452
ENSSSCG00000002737,1.64215031810586e-05,9.05136564533452
ENSSSCG00000025523,1.64215031810586e-05,5.43178302190147
ENSSSCG00000003251,1.67279221759688e-05,5.52934261673357
ENSSSCG00000016878,1.68491481310669e-05,6.50074565405576
ENSSSCG00000009336,1.69879367986096e-05,6.92687913780602
ENSSSCG00000052787,1.70179696075259e-05,9.38934501548125
ENSSSCG00000027607,1.72570906026718e-05,5.40112170514248
ENSSSCG00000034114,1.74019470319431e-05,5.27762146871382
ENSSSCG00000025527,1.76694943504105e-05,5.95314329914216
ENSSSCG00000013148,1.7699015255416e-05,8.19092204501868
ENSSSCG00000016567,1.8173259015932e-05,5.38103945158013
ENSSSCG00000040208,1.82189250808562e-05,5.13041894816267
ENSSSCG00000017010,1.8376382517758e-05,6.42182363274436
ENSSSCG00000036622,1.84962724192314e-05,5.09270719522704
ENSSSCG00000036132,1.8526127995114e-05,5.4626821175497
ENSSSCG00000006719,1.8526127995114e-05,5.46170873856035
ENSSSCG00000039985,1.86727867967282e-05,5.411291794591
ENSSSCG00000005130,1.89056460711607e-05,9.45866351873146
ENSSSCG00000061630,1.89234294759209e-05,9.43469229714045
ENSSSCG00000044775,1.89234294759209e-05,6.13627136648598
ENSSSCG00000032282,1.8992178536646e-05,5.36582848576575
ENSSSCG00000008259,1.91264950089941e-05,5.41469961719483
ENSSSCG00000045883,1.91968032298609e-05,5.94376980260065
ENSSSCG00000002456,1.96225646091061e-05,5.30333524655507
ENSSSCG00000007859,1.99616456673667e-05,9.43209939039153
ENSSSCG00000040053,2.01101551242913e-05,6.18552273920557
ENSSSCG00000046640,2.01101551242913e-05,5.33012416551432
ENSSSCG00000005236,2.02707159400341e-05,9.33631435034389
ENSSSCG00000003744,2.03131646549308e-05,5.17765320450666
ENSSSCG00000046162,2.03901619413306e-05,9.56068329816059
ENSSSCG00000029037,2.03951410051102e-05,9.45107366796726
ENSSSCG00000062462,2.05667644500798e-05,9.20175552865318
ENSSSCG00000014047,2.07226209714603e-05,5.18153671501229
ENSSSCG00000037524,2.07559291061765e-05,6.17547750672493
ENSSSCG00000009543,2.09440735874004e-05,9.4338205099274
ENSSSCG00000014008,2.09440735874004e-05,9.42728589869275
ENSSSCG00000057707,2.09764346528517e-05,9.10044662125995
ENSSSCG00000058815,2.13515118407836e-05,8.97351419237869
ENSSSCG00000010273,2.13815089954387e-05,6.9700948450045
ENSSSCG00000015101,2.15028363956553e-05,9.53424646396239
ENSSSCG00000057664,2.17163818460922e-05,7.04907878720257
ENSSSCG00000006796,2.17692441379011e-05,9.45696952727908
ENSSSCG00000035421,2.18132187899077e-05,9.33814665799044
ENSSSCG00000012306,2.2012821231335e-05,9.40982402608845
ENSSSCG00000007538,2.20780125386526e-05,9.1797943255406
ENSSSCG00000062751,2.20780125386526e-05,9.07846074902144
ENSSSCG00000056251,2.20780125386526e-05,8.87353437586859
ENSSSCG00000013556,2.20780125386526e-05,5.27898710998064
ENSSSCG00000035195,2.20780125386526e-05,5.04441593382991
ENSSSCG00000063148,2.23287884462455e-05,5.86922167125013
ENSSSCG00000008155,2.25312722543639e-05,5.21869396625847
ENSSSCG00000023706,2.31668407461016e-05,5.55677727300927
ENSSSCG00000030088,2.32456927965716e-05,5.03092931105742
ENSSSCG00000040648,2.33805846331712e-05,5.10029103465982
ENSSSCG00000009434,2.34213524456267e-05,5.01327197080596
ENSSSCG00000017135,2.34358098013684e-05,5.28070851041366
ENSSSCG00000022649,2.34358098013684e-05,5.16721827046606
ENSSSCG00000010437,2.36778026985247e-05,5.1401144031445
ENSSSCG00000038160,2.39280706944835e-05,9.37425313972216
ENSSSCG00000028814,2.39418623873428e-05,5.14057751187912
ENSSSCG00000006238,2.39565057758532e-05,7.07105099297805
ENSSSCG00000005063,2.41122879935384e-05,9.3064873309996
ENSSSCG00000011850,2.44252255390521e-05,5.22302517743694
ENSSSCG00000005167,2.46082737349802e-05,7.59979847210807
ENSSSCG00000037013,2.51430893438545e-05,5.36895194015299
ENSSSCG00000012584,2.51634502688267e-05,5.50273956868583
ENSSSCG00000006264,2.51786584017288e-05,9.41635852183979
ENSSSCG00000015512,2.52544038173277e-05,6.12194483380571
ENSSSCG00000025413,2.52877971053196e-05,9.44819585026799
ENSSSCG00000003640,2.54811357167277e-05,9.43209939039153
ENSSSCG00000026146,2.55784864848165e-05,9.44856669691042
ENSSSCG00000022083,2.57321981160143e-05,5.5200195311247
ENSSSCG00000034740,2.57591393808433e-05,8.5840199188018
ENSSSCG00000030626,2.59331209507764e-05,5.11445982386912
ENSSSCG00000022728,2.6187383659234e-05,9.33778300410721
ENSSSCG00000000857,2.6187383659234e-05,5.55921532407895
ENSSSCG00000008090,2.65196215556674e-05,5.26310705912296
ENSSSCG00000004584,2.65701437598789e-05,5.29933589828622
ENSSSCG00000010607,2.65701437598789e-05,5.19148980854592
ENSSSCG00000036865,2.67455323284019e-05,5.12160845287191
ENSSSCG00000008348,2.69342656737449e-05,5.00295183354313
ENSSSCG00000008830,2.70431168942807e-05,5.09345362279566
ENSSSCG00000012883,2.7489133855273e-05,9.01041836701972
ENSSSCG00000021971,2.81753548861903e-05,5.6623258839836
ENSSSCG00000060988,2.85323432796398e-05,6.0766546061886
ENSSSCG00000011723,2.88280671554468e-05,5.22832244857831
ENSSSCG00000031851,2.88580029526591e-05,5.2574629496685
ENSSSCG00000016423,2.89143071310871e-05,9.24100496067829
ENSSSCG00000016979,2.9423260915931e-05,5.68274044701998
ENSSSCG00000040025,2.9423260915931e-05,5.42564512341917
ENSSSCG00000010701,2.95121351058787e-05,9.97611571266282
ENSSSCG00000060202,2.96820777767972e-05,6.19114841312822
ENSSSCG00000031367,2.98857545041456e-05,6.88517580687555
ENSSSCG00000024204,3.1889809317337e-05,5.20611648485501
ENSSSCG00000017187,3.20029615483019e-05,5.28647718595015
ENSSSCG00000060492,3.20418720394289e-05,9.2071143958958
ENSSSCG00000030271,3.23595794138603e-05,5.01088501625228
ENSSSCG00000007391,3.28829386887663e-05,5.47307921719205
ENSSSCG00000032643,3.30426639134877e-05,9.35437881938172
ENSSSCG00000001550,3.3067502485041e-05,5.19095500292893
ENSSSCG00000026790,3.33790261071415e-05,6.67932244194701
ENSSSCG00000030511,3.33790261071415e-05,5.09668834532193
ENSSSCG00000005136,3.33948230832436e-05,5.11710476238727
ENSSSCG00000036461,3.36472290295327e-05,7.60555876793952
ENSSSCG00000020986,3.36703026565013e-05,9.26195466331796
ENSSSCG00000004937,3.42435639990594e-05,5.23346318740303
ENSSSCG00000061957,3.42435639990594e-05,5.18909751944566
ENSSSCG00000009649,3.45573200936395e-05,6.29007632624892
ENSSSCG00000033333,3.53185173353635e-05,5.53080384811449
ENSSSCG00000015716,3.55051294843039e-05,5.59904630103184
ENSSSCG00000033919,3.56600858715968e-05,5.15840993282323
ENSSSCG00000060957,3.57637332764723e-05,5.34858524901609
ENSSSCG00000015405,3.57756117559787e-05,5.18867561002905
ENSSSCG00000013909,3.6003600836538e-05,9.17240851160513
ENSSSCG00000053050,3.6003600836538e-05,8.80394789279122
ENSSSCG00000000648,3.66523750652472e-05,5.01754803282038
ENSSSCG00000005699,3.67227543051979e-05,5.39173297964117
ENSSSCG00000036109,3.75231228072688e-05,9.17885725461246
ENSSSCG00000024495,3.75244832483209e-05,5.16512797749941
ENSSSCG00000006720,3.7863866308133e-05,5.16245068717175
ENSSSCG00000002639,3.91009287450407e-05,9.16039731350457
ENSSSCG00000009958,3.92415415319759e-05,6.28281656128195
ENSSSCG00000022163,3.9555089227432e-05,5.19880881349952
ENSSSCG00000031423,3.96222487617159e-05,5.04956623477231
ENSSSCG00000021902,3.98181731092463e-05,9.13684710979398
ENSSSCG00000024249,3.98181731092463e-05,9.13684710979398
ENSSSCG00000048443,4.01658638003528e-05,5.06138603212263
ENSSSCG00000009564,4.03780194664637e-05,9.14025494204196
ENSSSCG00000034102,4.07364535714632e-05,5.07574072092975
ENSSSCG00000013377,4.08762366520931e-05,5.39184874055921
ENSSSCG00000039825,4.11719449845676e-05,9.10224289781109
ENSSSCG00000013935,4.13394315969629e-05,8.85476179585945
ENSSSCG00000030033,4.14317320312332e-05,5.20579507093885
ENSSSCG00000041917,4.25529777365456e-05,9.02621253991264
ENSSSCG00000062035,4.33733666947208e-05,5.08983012727277
ENSSSCG00000010691,4.3373952375522e-05,8.97372610549346
ENSSSCG00000013594,4.41059404291514e-05,9.26041104756308
ENSSSCG00000033509,4.45940813493749e-05,5.23447515165098
ENSSSCG00000032561,4.49243573048951e-05,5.27908209241272
ENSSSCG00000001234,4.58229732293734e-05,9.27613965146195
ENSSSCG00000054117,4.72543041702403e-05,6.09972690029096
ENSSSCG00000006262,4.76109977051508e-05,9.25846637663872
ENSSSCG00000034610,4.76109977051508e-05,9.25846637663872
ENSSSCG00000049234,4.7674030003974e-05,6.09961455969571
ENSSSCG00000006693,4.7775961596409e-05,5.48221882466113
ENSSSCG00000058946,4.81503124730397e-05,8.9247647232453
ENSSSCG00000051948,4.8184442933921e-05,5.91451313025574
ENSSSCG00000000712,4.83964290973769e-05,5.51115729048011
ENSSSCG00000009580,4.92200287950108e-05,5.43297220908378
ENSSSCG00000029503,4.92945007060077e-05,9.1276094551922
ENSSSCG00000057578,4.95530250634029e-05,9.13724792632023
ENSSSCG00000002474,4.9582855602875e-05,5.39128194953957
ENSSSCG00000058863,4.99324634425835e-05,7.58046857034207
ENSSSCG00000062042,4.99324634425835e-05,6.19377127332381
ENSSSCG00000011802,5.03024602738657e-05,5.21507802654758
ENSSSCG00000028896,5.09513506532308e-05,6.07709261711111
ENSSSCG00000007219,5.09513506532308e-05,6.07709261711111
ENSSSCG00000000183,5.09609155038726e-05,5.16289221366733
ENSSSCG00000010044,5.12502045674783e-05,8.93260028789371
ENSSSCG00000007716,5.12502045674783e-05,8.93260028789371
ENSSSCG00000035077,5.14289360927735e-05,5.50547613796876
ENSSSCG00000035651,5.17852575099107e-05,5.77618067428043
ENSSSCG00000062278,5.24827961727649e-05,9.10827898438238
ENSSSCG00000036983,5.24827961727649e-05,5.3214877830211
ENSSSCG00000041649,5.2868407578173e-05,8.67871042772155
ENSSSCG00000046312,5.2868407578173e-05,8.67871042772155
ENSSSCG00000035554,5.28841621311137e-05,5.20089653165443
ENSSSCG00000034345,5.30897694830992e-05,5.18005240979164
ENSSSCG00000035667,5.33726650999996e-05,5.87977750454026
ENSSSCG00000015476,5.37561096374916e-05,5.64688000043365
ENSSSCG00000039445,5.72365077399924e-05,6.49992479067529
ENSSSCG00000013869,5.73455236730764e-05,5.28704427087269
ENSSSCG00000032509,5.75645655305883e-05,5.05146272076898
ENSSSCG00000012310,5.85291502380942e-05,5.14010427975187
ENSSSCG00000034044,5.85554630356995e-05,5.03619795103741
ENSSSCG00000004280,5.87635266881748e-05,5.64747663098129
ENSSSCG00000045353,5.95644734810899e-05,9.18958670871001
ENSSSCG00000006043,5.96534714823501e-05,8.78461747824927
ENSSSCG00000029441,6.00625261135271e-05,9.10872082977021
ENSSSCG00000012347,6.02203739752656e-05,5.4577932089281
ENSSSCG00000008118,6.02917581184254e-05,6.36967458777936
ENSSSCG00000059785,6.03844348170868e-05,9.07227114205016
ENSSSCG00000059381,6.05517960214638e-05,5.2370777714686
ENSSSCG00000002749,6.05517960214638e-05,5.13199465962771
ENSSSCG00000026537,6.10645287372253e-05,6.22136524990434
ENSSSCG00000009927,6.11695792463653e-05,5.01030558755347
ENSSSCG00000039704,6.14329923702736e-05,5.25813748316276
ENSSSCG00000057223,6.18979532381671e-05,9.16759841381051
ENSSSCG00000043631,6.18979532381671e-05,9.10656059889417
ENSSSCG00000054680,6.18979532381671e-05,9.10656059889417
ENSSSCG00000017998,6.30217708023584e-05,8.98512874038265
ENSSSCG00000007703,6.42264416824904e-05,9.07519444404196
ENSSSCG00000004361,6.49662385091294e-05,5.57632559806908
ENSSSCG00000062270,6.50190783913301e-05,8.61176387193907
ENSSSCG00000015717,6.55318425045534e-05,5.42632853423302
ENSSSCG00000009497,6.61121549074755e-05,5.55268310225734
ENSSSCG00000018072,6.68537706335505e-05,8.96499095590745
ENSSSCG00000060833,6.68537706335505e-05,8.96499095590745
ENSSSCG00000013067,6.70232755707238e-05,9.14526979902085
ENSSSCG00000053438,6.76274689823443e-05,5.20978208378741
ENSSSCG00000003307,6.82759006193007e-05,5.38574439876468
ENSSSCG00000006382,6.82962076591332e-05,5.12381317699206
ENSSSCG00000020992,6.90492259233719e-05,9.03846215707478
ENSSSCG00000033207,6.91592851184048e-05,5.94981848618424
ENSSSCG00000010047,6.9345483667088e-05,8.83429313096932
ENSSSCG00000021132,6.93743860077954e-05,5.95390326982902
ENSSSCG00000001441,6.99138694418658e-05,9.3800980632817
ENSSSCG00000043216,7.01580274429466e-05,8.48698498247532
ENSSSCG00000041979,7.10110058318886e-05,5.37650775021984
ENSSSCG00000047517,7.14190469698191e-05,8.7292506523736
ENSSSCG00000016617,7.2168775633771e-05,8.57708839896001
ENSSSCG00000054590,7.2168775633771e-05,8.57708839896001
ENSSSCG00000007527,7.25369749482722e-05,5.36656294355277
ENSSSCG00000014987,7.26117380922814e-05,5.09924063769726
ENSSSCG00000001582,7.49152965692654e-05,5.65932366336993
ENSSSCG00000006457,7.53045683073321e-05,5.0346953336806
ENSSSCG00000017883,7.5808151540663e-05,8.92385197125202
ENSSSCG00000045657,7.5889511556094e-05,5.10699188501609
ENSSSCG00000035429,7.76308262645747e-05,5.95888635243123
ENSSSCG00000052276,7.79564231451016e-05,5.78416919592096
ENSSSCG00000017448,7.81800797083462e-05,8.80043386079073
ENSSSCG00000058517,7.94141647788366e-05,8.90283403867133
ENSSSCG00000017909,7.94141647788366e-05,8.90283403867133
ENSSSCG00000030901,8.07477993785386e-05,8.98081639925237
ENSSSCG00000050854,8.07477993785386e-05,8.98081639925237
ENSSSCG00000034260,8.13476785321835e-05,6.04082383405333
ENSSSCG00000029231,8.15714825299575e-05,5.24691107174221
ENSSSCG00000006456,8.26336641928391e-05,5.14391943925187
ENSSSCG00000037554,8.36633811995331e-05,6.02107792395136
ENSSSCG00000022274,8.3966827257108e-05,8.67167390077723
ENSSSCG00000013333,8.48628816013832e-05,7.72607458210337
ENSSSCG00000058078,8.50631861236056e-05,5.02258477251939
ENSSSCG00000060759,8.61234743125414e-05,5.1427127721925
ENSSSCG00000055590,8.62258621489537e-05,8.96647108100912
ENSSSCG00000015253,8.94564109214536e-05,6.01342664842785
ENSSSCG00000043782,8.98210602006136e-05,5.49555413173049
ENSSSCG00000007528,8.99795941713834e-05,5.65714132584863
ENSSSCG00000053919,9.2931937579741e-05,5.6053557759293
ENSSSCG00000062740,9.32253017549485e-05,5.24162474337375
ENSSSCG00000006034,9.50369816390106e-05,5.42624009081827
ENSSSCG00000012712,9.64843519770259e-05,5.43068023099841
ENSSSCG00000031111,9.66438189310389e-05,5.97049737977787
ENSSSCG00000051026,9.70807267280655e-05,8.64884275848158
ENSSSCG00000036961,9.82206210534005e-05,5.40490550240113
ENSSSCG00000061804,9.85234182107359e-05,5.08936936615348
ENSSSCG00000010444,9.88519074233808e-05,5.27309194670145
ENSSSCG00000013340,9.95557404101224e-05,8.70683021422053
ENSSSCG00000007007,9.95557404101224e-05,5.70257816604291
ENSSSCG00000010480,0.000100738712288662,5.83391660825164
ENSSSCG00000055955,0.000101652736799363,8.76844299716622
ENSSSCG00000044059,0.000101943170164797,5.01909663250665
ENSSSCG00000044134,0.000102176288861857,8.88965320997531
ENSSSCG00000002720,0.000103052872187554,5.37662067945883
ENSSSCG00000035689,0.000103504188358018,8.7149020825932
ENSSSCG00000017295,0.000104000566324482,8.873876933719
ENSSSCG00000055921,0.000104747679270508,8.8155595649808
ENSSSCG00000034503,0.000105052044933764,8.82269736522273
ENSSSCG00000063044,0.000105306827629238,5.50314634506909
ENSSSCG00000052099,0.000108265649603028,8.67992831022739
ENSSSCG00000043234,0.000109086512391951,8.58075672423838
ENSSSCG00000061787,0.000109086512391951,8.58075672423838
ENSSSCG00000006455,0.000109300580395128,8.88609198740856
ENSSSCG00000034474,0.000109300580395128,8.88609198740856
ENSSSCG00000010800,0.000109837935268537,5.00083404340185
ENSSSCG00000002399,0.000111836286114601,8.82402566706061
ENSSSCG00000023472,0.000112689646423998,8.95718154018542
ENSSSCG00000044019,0.000112719219136813,8.79289031360882
ENSSSCG00000004074,0.000113473663640045,8.42939808919317
ENSSSCG00000024492,0.000113506857473954,5.0069287790047
ENSSSCG00000056769,0.000113629271648097,8.68522626711969
ENSSSCG00000008838,0.000114455806762711,5.224638727405
ENSSSCG00000050281,0.000114658563754315,6.35955747634395
ENSSSCG00000030461,0.000117151731312005,8.96354575362067
ENSSSCG00000036064,0.000117598392991896,5.18935673777433
ENSSSCG00000062660,0.000119218317993708,8.86061134532648
ENSSSCG00000022140,0.00012007093595374,5.64550234727137
ENSSSCG00000061653,0.000120567715449811,8.71086252729072
ENSSSCG00000052177,0.00012140915446513,5.23008479577678
ENSSSCG00000026260,0.000124937311921526,5.65786367346993
ENSSSCG00000055461,0.000125946353117852,8.65492718596231
ENSSSCG00000006125,0.00012602683120069,5.60994202446016
ENSSSCG00000040637,0.000127251969667564,5.24876741474204
ENSSSCG00000013571,0.00012804382792933,8.38998596427605
ENSSSCG00000052146,0.00012804382792933,8.38998596427605
ENSSSCG00000006099,0.00012804382792933,5.00358685158625
ENSSSCG00000011078,0.000128126834275413,8.74645437130072
ENSSSCG00000006820,0.000128514124623476,9.29154789637621
ENSSSCG00000016256,0.000131697302760107,8.79604525527554
ENSSSCG00000007029,0.000136282295761133,8.80632602409578
ENSSSCG00000061335,0.000136708568440861,8.99171923558021
ENSSSCG00000024227,0.000136954491267913,8.72266361409601
ENSSSCG00000054930,0.000136954491267913,8.72266361409601
ENSSSCG00000005131,0.000139242289954904,8.59607509052369
ENSSSCG00000047156,0.000140533917959248,8.3494668511095
ENSSSCG00000008834,0.000140533917959248,5.56692292552357
ENSSSCG00000039025,0.000142439970728772,5.17825144231618
ENSSSCG00000017439,0.000144426699420322,8.84007055561003
ENSSSCG00000055280,0.000144426699420322,8.78213309713545
ENSSSCG00000007112,0.00014727665922905,8.48372238173968
ENSSSCG00000057615,0.000148702064862374,8.97069658669864
ENSSSCG00000029295,0.000151698186400145,8.59235049589119
ENSSSCG00000063006,0.000154560866325836,8.86153090470732
ENSSSCG00000007917,0.000155440711462812,8.75752754343526
ENSSSCG00000057901,0.000156181986173242,5.69002653054616
ENSSSCG00000004041,0.000156517849100749,8.77753117717885
ENSSSCG00000053444,0.000156517849100749,8.77753117717885
ENSSSCG00000054181,0.000156863295286591,5.849758703598
ENSSSCG00000000653,0.000158383888793797,5.14769356359026
ENSSSCG00000038110,0.000159850032303813,5.6934598256727
ENSSSCG00000042458,0.000160721220955115,8.48525195913426
ENSSSCG00000024347,0.000160721220955115,8.30777676306586
ENSSSCG00000038107,0.000160982160757981,5.08059912752428
ENSSSCG00000024977,0.000161087411125677,6.20590609401729
ENSSSCG00000023090,0.000162109144135729,5.52257737663209
ENSSSCG00000014861,0.000162199222730914,7.31076140149842
ENSSSCG00000045406,0.000162238529332217,5.83717196549354
