Gene stable ID,Gene name
ENSSSCG00000059068,
ENSSSCG00000061890,
ENSSSCG00000025187,TMEM126A
ENSSSCG00000011440,SEMA3G
ENSSSCG00000061976,
ENSSSCG00000053877,
ENSSSCG00000052866,
ENSSSCG00000001437,AGER
ENSSSCG00000057962,
ENSSSCG00000062118,
ENSSSCG00000054940,
ENSSSCG00000044355,
ENSSSCG00000054761,
ENSSSCG00000063121,
ENSSSCG00000053421,
ENSSSCG00000053615,
ENSSSCG00000058394,
ENSSSCG00000056046,
ENSSSCG00000054662,
ENSSSCG00000063063,
ENSSSCG00000057229,
ENSSSCG00000052335,
ENSSSCG00000055259,OR56B1
ENSSSCG00000023195,
ENSSSCG00000010747,C10orf90
ENSSSCG00000062132,
ENSSSCG00000011295,SNRK
ENSSSCG00000057401,
ENSSSCG00000013617,ELAVL3
ENSSSCG00000059809,
ENSSSCG00000043212,
ENSSSCG00000051101,
ENSSSCG00000054553,
ENSSSCG00000051848,
ENSSSCG00000001216,SCAND3
ENSSSCG00000056104,
ENSSSCG00000062175,
ENSSSCG00000010165,
ENSSSCG00000006526,TRIM46
ENSSSCG00000052361,
ENSSSCG00000001252,UBD
ENSSSCG00000052852,
ENSSSCG00000062176,
ENSSSCG00000052542,
ENSSSCG00000042620,
ENSSSCG00000063175,
ENSSSCG00000053527,
ENSSSCG00000062229,
ENSSSCG00000061693,
ENSSSCG00000060221,
ENSSSCG00000001242,GABBR1
ENSSSCG00000054308,
ENSSSCG00000049255,
ENSSSCG00000027025,
ENSSSCG00000060684,
ENSSSCG00000048126,
ENSSSCG00000008368,UGP2
ENSSSCG00000063134,
ENSSSCG00000060131,
ENSSSCG00000014909,SYTL2
ENSSSCG00000043321,
ENSSSCG00000055160,
ENSSSCG00000002740,AP1G1
ENSSSCG00000006527,KRTCAP2
ENSSSCG00000059872,
ENSSSCG00000053675,
ENSSSCG00000062993,SOX2
ENSSSCG00000055264,
ENSSSCG00000055433,
ENSSSCG00000010166,NTPCR
ENSSSCG00000058073,
ENSSSCG00000054985,
ENSSSCG00000057969,
ENSSSCG00000053556,
ENSSSCG00000011296,ANO10
ENSSSCG00000059252,
ENSSSCG00000043945,
ENSSSCG00000054149,DPM3
ENSSSCG00000048293,
ENSSSCG00000042224,
ENSSSCG00000048581,
ENSSSCG00000006529,SLC50A1
ENSSSCG00000060028,
ENSSSCG00000055722,
ENSSSCG00000010169,SIPA1L2
ENSSSCG00000056585,
ENSSSCG00000002743,IST1
ENSSSCG00000058177,
ENSSSCG00000025751,MDH1
ENSSSCG00000006530,EFNA1
ENSSSCG00000005459,ECPAS
ENSSSCG00000056035,
ENSSSCG00000001248,MOG
ENSSSCG00000054504,
ENSSSCG00000006531,EFNA3
ENSSSCG00000041774,
ENSSSCG00000036831,EFNA4
ENSSSCG00000062225,
ENSSSCG00000052826,
ENSSSCG00000062332,
ENSSSCG00000010537,GOT1
ENSSSCG00000001247,ZFP57
ENSSSCG00000011441,TNNC1
ENSSSCG00000044851,
ENSSSCG00000006533,ADAM15
ENSSSCG00000047374,
ENSSSCG00000002935,
ENSSSCG00000063569,
ENSSSCG00000052867,
ENSSSCG00000010538,NKX2-3
ENSSSCG00000043076,
ENSSSCG00000059786,
ENSSSCG00000001245,POLR1H
ENSSSCG00000037536,SLC25A28
ENSSSCG00000010540,ENTPD7
ENSSSCG00000011787,MAGEF1
ENSSSCG00000054426,BHMT2
ENSSSCG00000061239,
ENSSSCG00000024259,PPP1R11
ENSSSCG00000010541,COX15
ENSSSCG00000023503,PRKCD
ENSSSCG00000010542,CUTC
ENSSSCG00000042040,
ENSSSCG00000001236,TRIM40
ENSSSCG00000063057,ZNF829
ENSSSCG00000054204,
ENSSSCG00000055677,
ENSSSCG00000059247,
ENSSSCG00000057114,WDPCP
ENSSSCG00000001234,TRIM10
ENSSSCG00000059765,
ENSSSCG00000014587,
ENSSSCG00000038917,ATXN1L
ENSSSCG00000035071,DCST1
ENSSSCG00000010543,ABCC2
ENSSSCG00000001233,TRIM26
ENSSSCG00000006507,DAP3
ENSSSCG00000061210,
ENSSSCG00000019803,Y_RNA
ENSSSCG00000030195,
ENSSSCG00000058733,
ENSSSCG00000053347,
ENSSSCG00000060989,
ENSSSCG00000002741,ZNF821
ENSSSCG00000052585,
ENSSSCG00000010544,DNMBP
ENSSSCG00000048233,
ENSSSCG00000059343,
ENSSSCG00000037564,OTX1
ENSSSCG00000055648,
ENSSSCG00000061736,
ENSSSCG00000059225,
ENSSSCG00000039753,
ENSSSCG00000062469,
ENSSSCG00000055188,U6
ENSSSCG00000043568,
ENSSSCG00000059532,
ENSSSCG00000055427,
ENSSSCG00000055040,
ENSSSCG00000050395,U6
ENSSSCG00000008372,EHBP1
ENSSSCG00000041195,
ENSSSCG00000034928,U2
ENSSSCG00000006737,IGSF3
ENSSSCG00000020071,U6
ENSSSCG00000011297,ABHD5
ENSSSCG00000059136,
ENSSSCG00000058501,U6
ENSSSCG00000013616,ZNF653
ENSSSCG00000001229,
ENSSSCG00000033611,ZNF793
ENSSSCG00000045611,
ENSSSCG00000056108,
ENSSSCG00000037744,ZNF483
ENSSSCG00000010545,CPN1
ENSSSCG00000052432,
ENSSSCG00000057177,
ENSSSCG00000058016,
ENSSSCG00000055830,
ENSSSCG00000063095,
ENSSSCG00000046692,
ENSSSCG00000049497,
ENSSSCG00000002938,
ENSSSCG00000060093,
ENSSSCG00000024417,ERC2
ENSSSCG00000010546,
ENSSSCG00000006738,CD58
ENSSSCG00000001341,
ENSSSCG00000049328,OR2M4
ENSSSCG00000063065,
ENSSSCG00000040692,
ENSSSCG00000018383,SNORA12
ENSSSCG00000049992,
ENSSSCG00000044372,
ENSSSCG00000006461,ARHGEF11
ENSSSCG00000010167,MAP10
ENSSSCG00000010579,GBF1
ENSSSCG00000042638,
ENSSSCG00000013615,ECSIT
ENSSSCG00000041410,
ENSSSCG00000054554,
ENSSSCG00000021386,PTGR1
ENSSSCG00000021130,RPP21
ENSSSCG00000063422,
ENSSSCG00000001430,ATF6B
ENSSSCG00000060557,
ENSSSCG00000063377,GTF2E1
ENSSSCG00000042365,
ENSSSCG00000056866,
ENSSSCG00000006462,LRRC71
ENSSSCG00000005460,DNAJC25
ENSSSCG00000006463,PEAR1
ENSSSCG00000056315,
ENSSSCG00000053478,
ENSSSCG00000011298,CDCP1
ENSSSCG00000051975,
ENSSSCG00000063516,
ENSSSCG00000046439,GNG10
ENSSSCG00000040716,
ENSSSCG00000006464,NTRK1
ENSSSCG00000002746,DHODH
ENSSSCG00000005463,SHOC1
ENSSSCG00000049272,
ENSSSCG00000058282,
ENSSSCG00000044470,
ENSSSCG00000040050,
ENSSSCG00000035258,RABL3
ENSSSCG00000001431,FKBPL
ENSSSCG00000026713,TMEM17
ENSSSCG00000022780,UGCG
ENSSSCG00000006465,INSRR
ENSSSCG00000031270,OR2D2
ENSSSCG00000026060,
ENSSSCG00000024403,PRRT1
ENSSSCG00000021946,ZNF383
ENSSSCG00000058386,
ENSSSCG00000023821,
ENSSSCG00000006466,SH2D2A
ENSSSCG00000008374,B3GNT2
ENSSSCG00000005466,PTBP3
ENSSSCG00000001421,ZBTB12
ENSSSCG00000006467,PRCC
ENSSSCG00000051230,
ENSSSCG00000010586,SUFU
ENSSSCG00000051815,
ENSSSCG00000014617,OR6A2
ENSSSCG00000006468,HDGF
ENSSSCG00000052358,OR11L1
ENSSSCG00000001423,NELFE
ENSSSCG00000008376,COMMD1
ENSSSCG00000021439,CCDC66
ENSSSCG00000006469,MRPL24
ENSSSCG00000061291,
ENSSSCG00000013954,
ENSSSCG00000006470,METTL25B
ENSSSCG00000008377,CCT4
ENSSSCG00000041413,
ENSSSCG00000059395,
ENSSSCG00000056472,
ENSSSCG00000038856,TRIM8
ENSSSCG00000006471,ISG20L2
ENSSSCG00000006472,CRABP2
ENSSSCG00000002749,
ENSSSCG00000057817,
ENSSSCG00000001425,DXO
ENSSSCG00000031782,ARL3
ENSSSCG00000028606,ZBTB7B
ENSSSCG00000014608,
ENSSSCG00000054434,LENEP
ENSSSCG00000040919,RTN4RL2
ENSSSCG00000011312,LARS2
ENSSSCG00000014605,
ENSSSCG00000006538,FLAD1
ENSSSCG00000010589,SFXN2
ENSSSCG00000025218,TXNL4B
ENSSSCG00000023611,TNXB
ENSSSCG00000043559,
ENSSSCG00000060158,
ENSSSCG00000062060,
ENSSSCG00000008378,FAM161A
ENSSSCG00000022423,
ENSSSCG00000001418,NEU1
ENSSSCG00000029594,WBP1L
ENSSSCG00000057645,
ENSSSCG00000013949,
ENSSSCG00000010591,CYP17A1
ENSSSCG00000001419,SLC44A4
ENSSSCG00000006539,SHC1
ENSSSCG00000055916,
ENSSSCG00000055519,
ENSSSCG00000013614,CNN1
ENSSSCG00000054923,CKS1B
ENSSSCG00000038633,BORCS7
ENSSSCG00000038591,
ENSSSCG00000006540,PBXIP1
ENSSSCG00000059638,
ENSSSCG00000010592,AS3MT
ENSSSCG00000057155,
ENSSSCG00000062976,
ENSSSCG00000002748,DHX38
ENSSSCG00000001420,EHMT2
ENSSSCG00000028228,XPO1
ENSSSCG00000058444,
ENSSSCG00000055816,
ENSSSCG00000055689,PMVK
ENSSSCG00000053012,
ENSSSCG00000062154,
ENSSSCG00000052822,
ENSSSCG00000061378,
ENSSSCG00000014911,
ENSSSCG00000050661,
ENSSSCG00000033749,
ENSSSCG00000013951,
ENSSSCG00000010631,GPAM
ENSSSCG00000036884,
ENSSSCG00000052518,
ENSSSCG00000005467,HSDL2
ENSSSCG00000061858,
ENSSSCG00000021741,ZNF527
ENSSSCG00000036683,OR14K1
ENSSSCG00000021441,
ENSSSCG00000044662,
ENSSSCG00000062178,
ENSSSCG00000006499,LAMTOR2
ENSSSCG00000059017,
ENSSSCG00000063035,
ENSSSCG00000014912,CCDC83
ENSSSCG00000001459,HLA-DOB
ENSSSCG00000053680,
ENSSSCG00000056320,
ENSSSCG00000010632,TECTB
ENSSSCG00000038361,SCARNA4
ENSSSCG00000053563,
ENSSSCG00000013613,
ENSSSCG00000019284,SNORA42
ENSSSCG00000046669,
ENSSSCG00000052269,
ENSSSCG00000048347,
ENSSSCG00000051028,
ENSSSCG00000020014,ssc-mir-92b
ENSSSCG00000021227,HGD
ENSSSCG00000006796,CHI3L2
ENSSSCG00000059660,
ENSSSCG00000059027,
ENSSSCG00000023700,OR13G1
ENSSSCG00000044344,
ENSSSCG00000031789,ACSL5
ENSSSCG00000041869,
ENSSSCG00000025593,TAP2
ENSSSCG00000049636,
ENSSSCG00000005469,KIAA1958
ENSSSCG00000061602,
ENSSSCG00000053031,
ENSSSCG00000055990,
ENSSSCG00000051040,
ENSSSCG00000058670,
ENSSSCG00000048276,
ENSSSCG00000002747,PMFBP1
ENSSSCG00000053367,
ENSSSCG00000025704,DENND2D
ENSSSCG00000060411,
ENSSSCG00000014913,PICALM
ENSSSCG00000036591,
ENSSSCG00000034449,RSRP1
ENSSSCG00000026194,INIP
ENSSSCG00000029918,CEPT1
ENSSSCG00000045697,
ENSSSCG00000013947,
ENSSSCG00000029420,ZNF569
ENSSSCG00000039750,OR4D10
ENSSSCG00000026922,DRAM2
ENSSSCG00000005440,
ENSSSCG00000051454,
ENSSSCG00000049472,
ENSSSCG00000024201,TASOR
ENSSSCG00000005441,ELP1
ENSSSCG00000006799,LRIF1
ENSSSCG00000032282,ACP5
ENSSSCG00000006800,CD53
ENSSSCG00000010635,ZDHHC6
ENSSSCG00000013944,OR2G3
ENSSSCG00000006801,
ENSSSCG00000026951,PSMB8
ENSSSCG00000019103,U6
ENSSSCG00000061092,
ENSSSCG00000055788,
ENSSSCG00000006802,KCNA3
ENSSSCG00000014108,BHMT
ENSSSCG00000060097,
ENSSSCG00000032968,VTI1A
ENSSSCG00000063486,
ENSSSCG00000056598,
ENSSSCG00000050167,
ENSSSCG00000037709,KCNA2
ENSSSCG00000058848,
ENSSSCG00000055534,
ENSSSCG00000025618,TAP1
ENSSSCG00000030359,ARHGEF3
ENSSSCG00000043070,
ENSSSCG00000024267,TMEM50A
ENSSSCG00000062773,
ENSSSCG00000006803,KCNA10
ENSSSCG00000023539,MBOAT2
ENSSSCG00000053443,
ENSSSCG00000006804,
ENSSSCG00000010638,TCF7L2
ENSSSCG00000062034,
ENSSSCG00000058939,
ENSSSCG00000051938,
ENSSSCG00000057514,
ENSSSCG00000057908,
ENSSSCG00000057624,
ENSSSCG00000055854,
ENSSSCG00000054717,
ENSSSCG00000056682,PROK1
ENSSSCG00000047099,
ENSSSCG00000054211,
ENSSSCG00000059121,
ENSSSCG00000059408,
ENSSSCG00000056491,
ENSSSCG00000053748,
ENSSSCG00000044965,
ENSSSCG00000005444,TMEM245
ENSSSCG00000041697,
ENSSSCG00000050436,
ENSSSCG00000040889,LAMTOR5
ENSSSCG00000048906,
ENSSSCG00000056091,
ENSSSCG00000049288,
ENSSSCG00000040993,
ENSSSCG00000048026,
ENSSSCG00000058548,
ENSSSCG00000029570,PXDN
ENSSSCG00000060567,
ENSSSCG00000052489,
ENSSSCG00000031612,ZNF570
ENSSSCG00000057252,
ENSSSCG00000047547,
ENSSSCG00000006808,SLC16A4
ENSSSCG00000042021,
ENSSSCG00000060655,
ENSSSCG00000060948,
ENSSSCG00000053213,
ENSSSCG00000011463,IL17RD
ENSSSCG00000055772,
ENSSSCG00000001564,SRSF3
ENSSSCG00000040824,CNTN2
ENSSSCG00000001566,RAB44
ENSSSCG00000013945,OR2G2
ENSSSCG00000058426,
ENSSSCG00000001567,CPNE5
ENSSSCG00000062030,
ENSSSCG00000050689,
ENSSSCG00000021207,HESX1
ENSSSCG00000006809,RBM15
ENSSSCG00000060247,
ENSSSCG00000054788,U6
ENSSSCG00000049087,
ENSSSCG00000063243,
ENSSSCG00000002937,
ENSSSCG00000059478,
ENSSSCG00000060832,
ENSSSCG00000031624,
ENSSSCG00000040984,PPIL1
ENSSSCG00000010067,MIF
ENSSSCG00000020258,U6
ENSSSCG00000051866,
ENSSSCG00000052481,
ENSSSCG00000053986,
ENSSSCG00000036604,SNORA3
ENSSSCG00000006810,KCNC4
ENSSSCG00000056221,
ENSSSCG00000035341,C6orf89
ENSSSCG00000051647,TMEM81
ENSSSCG00000010068,SLC2A11
ENSSSCG00000055954,
ENSSSCG00000061290,
ENSSSCG00000006811,SLC6A17
ENSSSCG00000062140,
ENSSSCG00000057491,
ENSSSCG00000023953,SNORA23
ENSSSCG00000060507,
ENSSSCG00000054587,
ENSSSCG00000039963,SNORA3
ENSSSCG00000051893,
ENSSSCG00000015288,RBBP5
ENSSSCG00000028425,
ENSSSCG00000013115,CD5
ENSSSCG00000001570,PI16
ENSSSCG00000032357,APPL1
ENSSSCG00000006812,ALX3
ENSSSCG00000039626,DERL3
ENSSSCG00000006813,STRIP1
ENSSSCG00000001571,MTCH1
ENSSSCG00000010070,SMARCB1
ENSSSCG00000063296,
ENSSSCG00000056539,
ENSSSCG00000048786,
ENSSSCG00000018519,U6
ENSSSCG00000057065,
ENSSSCG00000018902,U6
ENSSSCG00000001565,CDKN1A
ENSSSCG00000052807,
ENSSSCG00000006816,AHCYL1
ENSSSCG00000038824,FRRS1L
ENSSSCG00000053272,
ENSSSCG00000050793,ssc-mir-10390
ENSSSCG00000061569,
ENSSSCG00000056048,
ENSSSCG00000063173,
ENSSSCG00000015286,DSTYK
ENSSSCG00000038570,
ENSSSCG00000060362,
ENSSSCG00000010071,MMP11
ENSSSCG00000057571,
ENSSSCG00000056594,
ENSSSCG00000038892,
ENSSSCG00000025590,
ENSSSCG00000058916,
ENSSSCG00000033414,
ENSSSCG00000052951,
ENSSSCG00000056064,
ENSSSCG00000005446,EPB41L4B
ENSSSCG00000008649,SOX11
ENSSSCG00000055889,
ENSSSCG00000057959,
ENSSSCG00000054617,
ENSSSCG00000062493,
ENSSSCG00000010073,CHCHD10
ENSSSCG00000059711,
ENSSSCG00000060350,
ENSSSCG00000063358,
ENSSSCG00000035320,ASB14
ENSSSCG00000042932,
ENSSSCG00000001481,HCRTR2
ENSSSCG00000041930,OR2C3
ENSSSCG00000010074,C22orf15
ENSSSCG00000054783,
ENSSSCG00000014570,NRIP3
ENSSSCG00000062447,
ENSSSCG00000046351,
ENSSSCG00000010076,VPREB3
ENSSSCG00000001483,FAM83B
ENSSSCG00000058398,
ENSSSCG00000063542,
ENSSSCG00000061418,
ENSSSCG00000055729,
ENSSSCG00000026791,RHCE
ENSSSCG00000062749,
ENSSSCG00000062733,ZNF70
ENSSSCG00000043362,
ENSSSCG00000062483,GVQW3
ENSSSCG00000037449,CSF1
ENSSSCG00000037286,
ENSSSCG00000045045,
ENSSSCG00000010077,
ENSSSCG00000057359,
ENSSSCG00000061450,
ENSSSCG00000059086,
ENSSSCG00000050848,
ENSSSCG00000042960,
ENSSSCG00000057856,
ENSSSCG00000022467,VPREB1
ENSSSCG00000042329,
ENSSSCG00000052094,
ENSSSCG00000055311,
ENSSSCG00000060908,
ENSSSCG00000062532,
ENSSSCG00000010078,TOP3B
ENSSSCG00000061248,
ENSSSCG00000014897,FAM181B
ENSSSCG00000063370,
ENSSSCG00000052640,
ENSSSCG00000054686,
ENSSSCG00000055596,
ENSSSCG00000013942,
ENSSSCG00000063579,
ENSSSCG00000061036,
ENSSSCG00000053211,
ENSSSCG00000042068,
ENSSSCG00000006740,ATP1A1
ENSSSCG00000014907,CREBZF
ENSSSCG00000057933,
ENSSSCG00000053005,
ENSSSCG00000060294,
ENSSSCG00000040277,
ENSSSCG00000053936,
ENSSSCG00000010079,PPM1F
ENSSSCG00000052758,
ENSSSCG00000031913,NDUFB4
ENSSSCG00000039446,
ENSSSCG00000059853,
ENSSSCG00000013941,OR2B11
ENSSSCG00000060659,
ENSSSCG00000045146,
ENSSSCG00000029600,
ENSSSCG00000043605,
ENSSSCG00000041285,
ENSSSCG00000062997,CCDC89
ENSSSCG00000063576,
ENSSSCG00000010081,MAPK1
ENSSSCG00000048451,
ENSSSCG00000053518,
ENSSSCG00000051190,
ENSSSCG00000057870,
ENSSSCG00000056695,
ENSSSCG00000063174,
ENSSSCG00000005449,PTPN3
ENSSSCG00000053267,
ENSSSCG00000053275,
ENSSSCG00000046220,
ENSSSCG00000050516,
ENSSSCG00000041654,
ENSSSCG00000047198,
ENSSSCG00000056868,
ENSSSCG00000058708,
ENSSSCG00000044109,
ENSSSCG00000054260,
ENSSSCG00000045751,
ENSSSCG00000052015,
ENSSSCG00000057413,
ENSSSCG00000058404,
ENSSSCG00000054776,
ENSSSCG00000060576,
ENSSSCG00000042234,
ENSSSCG00000043166,
ENSSSCG00000049520,
ENSSSCG00000059216,
ENSSSCG00000048192,
ENSSSCG00000051441,
ENSSSCG00000063593,
ENSSSCG00000029408,ZFP30
ENSSSCG00000060452,
ENSSSCG00000059302,TRIM3
ENSSSCG00000030874,
ENSSSCG00000060120,
ENSSSCG00000042534,
ENSSSCG00000054219,
ENSSSCG00000063029,
ENSSSCG00000060239,
ENSSSCG00000045283,
ENSSSCG00000026598,
ENSSSCG00000022447,F3
ENSSSCG00000052773,
ENSSSCG00000041424,
ENSSSCG00000052777,
ENSSSCG00000058795,U6
ENSSSCG00000058601,
ENSSSCG00000042494,U2
ENSSSCG00000019059,U6
ENSSSCG00000027845,SNORA42
ENSSSCG00000028620,ABCD3
ENSSSCG00000020026,U6
ENSSSCG00000046880,
ENSSSCG00000008382,USP34
ENSSSCG00000020990,DNAH12
ENSSSCG00000063236,
ENSSSCG00000033120,PALM2AKAP2
ENSSSCG00000056389,ZNF165
ENSSSCG00000056621,
ENSSSCG00000055116,
ENSSSCG00000022664,ZSCAN16
ENSSSCG00000013980,
ENSSSCG00000054789,YPEL1
ENSSSCG00000001201,ZKSCAN8
ENSSSCG00000010083,PPIL2
ENSSSCG00000015287,TMCC2
ENSSSCG00000061047,
ENSSSCG00000001202,ZNF389
ENSSSCG00000057663,
ENSSSCG00000042825,
ENSSSCG00000043353,
ENSSSCG00000021069,
ENSSSCG00000053289,
ENSSSCG00000044726,
ENSSSCG00000058146,
ENSSSCG00000057766,
ENSSSCG00000001203,ZSCAN9
ENSSSCG00000060102,
ENSSSCG00000057093,
ENSSSCG00000059221,
ENSSSCG00000001204,ZKSCAN4
ENSSSCG00000053114,
ENSSSCG00000054281,
ENSSSCG00000006889,ARHGAP29
ENSSSCG00000057921,
ENSSSCG00000001205,NKAPL
ENSSSCG00000047359,
ENSSSCG00000001206,ZSCAN26
ENSSSCG00000041519,
ENSSSCG00000041474,
ENSSSCG00000060305,
ENSSSCG00000056956,
ENSSSCG00000060487,
ENSSSCG00000001207,PGBD1
ENSSSCG00000028385,
ENSSSCG00000025335,ZSCAN31
ENSSSCG00000047643,
ENSSSCG00000049227,
ENSSSCG00000037549,GCLM
ENSSSCG00000046278,
ENSSSCG00000008383,
ENSSSCG00000001209,ZSCAN12
ENSSSCG00000057089,
ENSSSCG00000045225,
ENSSSCG00000062999,
ENSSSCG00000053595,
ENSSSCG00000052331,
ENSSSCG00000006892,DNTTIP2
ENSSSCG00000008384,C2orf74
ENSSSCG00000063114,
ENSSSCG00000063231,
ENSSSCG00000043322,
ENSSSCG00000059764,
ENSSSCG00000061249,
ENSSSCG00000037512,ZSCAN23
ENSSSCG00000053257,
ENSSSCG00000060442,
ENSSSCG00000061174,
ENSSSCG00000057588,
ENSSSCG00000055852,
ENSSSCG00000061528,
ENSSSCG00000059635,
ENSSSCG00000052407,
ENSSSCG00000056231,
ENSSSCG00000048283,
ENSSSCG00000001211,
ENSSSCG00000054881,
ENSSSCG00000008386,SANBR
ENSSSCG00000006893,BCAR3
ENSSSCG00000010084,
ENSSSCG00000001213,GPX6
ENSSSCG00000052997,
ENSSSCG00000053189,
ENSSSCG00000062551,
ENSSSCG00000061961,
ENSSSCG00000060193,
ENSSSCG00000063367,
ENSSSCG00000054484,
ENSSSCG00000060361,
ENSSSCG00000058326,
ENSSSCG00000018360,ssc-mir-130b
ENSSSCG00000001214,GPX5
ENSSSCG00000058311,
ENSSSCG00000063365,
ENSSSCG00000054186,SDF2L1
ENSSSCG00000054666,
ENSSSCG00000054775,
ENSSSCG00000052311,
ENSSSCG00000013850,
ENSSSCG00000056427,
ENSSSCG00000054748,
ENSSSCG00000041338,
ENSSSCG00000059187,
ENSSSCG00000055946,
ENSSSCG00000010086,
ENSSSCG00000029425,MRPS18B
ENSSSCG00000061288,
ENSSSCG00000062977,
ENSSSCG00000061567,
ENSSSCG00000062513,
ENSSSCG00000059270,
ENSSSCG00000054012,
ENSSSCG00000010087,YDJC
ENSSSCG00000052656,
ENSSSCG00000053334,
ENSSSCG00000057382,
ENSSSCG00000054974,
ENSSSCG00000006894,FNBP1L
ENSSSCG00000028462,U6
ENSSSCG00000060942,
ENSSSCG00000057016,
ENSSSCG00000053455,
ENSSSCG00000031511,U6
ENSSSCG00000062804,
ENSSSCG00000052815,
ENSSSCG00000001232,
ENSSSCG00000052610,
ENSSSCG00000041998,
ENSSSCG00000032027,
ENSSSCG00000037143,
ENSSSCG00000054383,
ENSSSCG00000043245,
ENSSSCG00000062650,
ENSSSCG00000048203,
ENSSSCG00000061628,
ENSSSCG00000031336,
ENSSSCG00000047928,
ENSSSCG00000063330,
ENSSSCG00000001458,
ENSSSCG00000053500,
ENSSSCG00000059036,
ENSSSCG00000062666,
ENSSSCG00000053714,
ENSSSCG00000023258,CLEC4F
ENSSSCG00000052490,
ENSSSCG00000055041,
ENSSSCG00000002944,
ENSSSCG00000059715,
ENSSSCG00000057802,
ENSSSCG00000010396,PARG
ENSSSCG00000052762,
ENSSSCG00000051816,
ENSSSCG00000059490,
ENSSSCG00000058491,
ENSSSCG00000054334,
ENSSSCG00000001471,BRD2
ENSSSCG00000057623,
ENSSSCG00000048647,
ENSSSCG00000038471,NUAK2
ENSSSCG00000051612,
ENSSSCG00000062150,
ENSSSCG00000063508,
ENSSSCG00000055623,
ENSSSCG00000052747,
ENSSSCG00000052748,
ENSSSCG00000056084,
ENSSSCG00000006890,ABCA4
ENSSSCG00000033700,
ENSSSCG00000008321,FIGLA
ENSSSCG00000013851,
ENSSSCG00000045991,
ENSSSCG00000044718,SNORA74
ENSSSCG00000002950,SIPA1L3
ENSSSCG00000039871,
ENSSSCG00000045934,
ENSSSCG00000056243,
ENSSSCG00000061050,
ENSSSCG00000010399,NCOA4
ENSSSCG00000059698,
ENSSSCG00000055227,
ENSSSCG00000005452,C9orf152
ENSSSCG00000008385,PUS10
ENSSSCG00000058647,
ENSSSCG00000053914,
ENSSSCG00000058845,
ENSSSCG00000023441,KLHDC8A
ENSSSCG00000010400,MSMB
ENSSSCG00000038092,
ENSSSCG00000005453,
ENSSSCG00000020736,ADD2
ENSSSCG00000059742,
ENSSSCG00000010401,
ENSSSCG00000047651,
ENSSSCG00000063052,
ENSSSCG00000043081,
ENSSSCG00000060212,
ENSSSCG00000054810,
ENSSSCG00000036813,
ENSSSCG00000058369,
ENSSSCG00000061625,
ENSSSCG00000061802,
ENSSSCG00000057296,
ENSSSCG00000055654,
ENSSSCG00000063053,
ENSSSCG00000056331,
ENSSSCG00000052974,
ENSSSCG00000018816,
ENSSSCG00000036596,
ENSSSCG00000055230,
ENSSSCG00000052405,
ENSSSCG00000042012,
ENSSSCG00000059874,
ENSSSCG00000057734,
ENSSSCG00000006191,XKR9
ENSSSCG00000054322,
ENSSSCG00000005454,TXNDC8
ENSSSCG00000063012,
ENSSSCG00000059818,
ENSSSCG00000048482,
ENSSSCG00000056809,
ENSSSCG00000063131,
ENSSSCG00000056937,
ENSSSCG00000045408,
ENSSSCG00000045017,
ENSSSCG00000006192,LACTB2
ENSSSCG00000062269,
ENSSSCG00000052832,
ENSSSCG00000050782,
ENSSSCG00000061838,U6
ENSSSCG00000048934,
ENSSSCG00000050413,snoU13
ENSSSCG00000019395,SNORD71
ENSSSCG00000006193,TRAM1
ENSSSCG00000058844,
ENSSSCG00000008388,REL
ENSSSCG00000029755,
ENSSSCG00000035474,U6
ENSSSCG00000060691,
ENSSSCG00000055996,
ENSSSCG00000020608,U6
ENSSSCG00000062676,
ENSSSCG00000022561,MIR138-2
ENSSSCG00000057622,
ENSSSCG00000028710,MIR140
ENSSSCG00000045590,
ENSSSCG00000051511,
ENSSSCG00000053041,
ENSSSCG00000059404,
ENSSSCG00000042206,
ENSSSCG00000005455,SVEP1
ENSSSCG00000008326,TGFA
ENSSSCG00000044191,
ENSSSCG00000051233,
ENSSSCG00000006194,NCOA2
ENSSSCG00000053719,
ENSSSCG00000043208,
ENSSSCG00000050077,
ENSSSCG00000026446,
ENSSSCG00000048879,
ENSSSCG00000001444,
ENSSSCG00000032643,SLC12A3
ENSSSCG00000024491,U2
ENSSSCG00000052622,U6
ENSSSCG00000019199,ssc-mir-708
ENSSSCG00000060720,
ENSSSCG00000024776,SNRPG
ENSSSCG00000015638,RHEX
ENSSSCG00000054018,
ENSSSCG00000010402,ZFAND4
ENSSSCG00000041831,snoU83B
ENSSSCG00000029790,PCYOX1
ENSSSCG00000063585,
ENSSSCG00000063586,
ENSSSCG00000015301,STEAP1
ENSSSCG00000006195,PRDM14
ENSSSCG00000052103,
ENSSSCG00000018494,SNORD83
ENSSSCG00000010403,MARCHF8
ENSSSCG00000003251,NLRP12
ENSSSCG00000019780,SNORD83
ENSSSCG00000063578,
ENSSSCG00000018699,SNORA38
ENSSSCG00000006197,SULF1
ENSSSCG00000063582,
ENSSSCG00000060200,
ENSSSCG00000051195,
ENSSSCG00000044572,
ENSSSCG00000051781,SNORD12
ENSSSCG00000062763,U6
ENSSSCG00000010404,ALOX5
ENSSSCG00000042029,
ENSSSCG00000044205,
ENSSSCG00000052404,
ENSSSCG00000040506,SNORD48
ENSSSCG00000056330,
ENSSSCG00000025160,DPF1
