Gene_name,genes,logFC,PValue,FDR
CD4,ENSSSCG00000000687,2.90974482641287,0.00521983683102758,0.374212588052953
,ENSSSCG00000052516,2.64631145737541,0.0052751436389698,0.37668278648865
H2AC12,ENSSSCG00000047716,2.52540281129334,0.00536456974790036,0.381560303407748
SPAG5,ENSSSCG00000017758,2.42390524016988,0.00541788117715755,0.382926075642158
TYMS,ENSSSCG00000040678,2.44499077803067,0.00542616380850175,0.382926075642158
ATAD2,ENSSSCG00000005983,2.42307009840089,0.00547349677491597,0.38476339585849
C5,ENSSSCG00000005512,2.39021729290335,0.00552579269592079,0.386933995521337
NXNL1,ENSSSCG00000040328,-3.33571077583694,0.00557986194695496,0.38797252270846
PABPC1L,ENSSSCG00000007382,-2.59720448909876,0.00559220972628644,0.38797252270846
PDZD4,ENSSSCG00000012785,2.48017352935916,0.00560504973026171,0.38797252270846
DCHS2,ENSSSCG00000026886,2.4722302905031,0.00574912459810251,0.395008319858595
,ENSSSCG00000038048,2.52014052419469,0.00576661435936225,0.395008319858595
,ENSSSCG00000038889,-3.77060344805379,0.00579415502947679,0.395008319858595
VSX1,ENSSSCG00000023887,-3.77060344805379,0.00579415502947679,0.395008319858595
EGFL6,ENSSSCG00000012121,-2.59637853760851,0.00587021918206773,0.398689397530961
,ENSSSCG00000015810,-2.53128762626483,0.00599469341928186,0.405618469336128
,ENSSSCG00000062399,3.29112272928459,0.0062821622719487,0.420533582172152
SLFN14,ENSSSCG00000031114,3.29112272928459,0.0062821622719487,0.420533582172152
MTCL3,ENSSSCG00000038602,-2.93825232401527,0.00633151413433108,0.420533582172152
FOXL3,ENSSSCG00000050310,-2.93825232401527,0.00633151413433108,0.420533582172152
,ENSSSCG00000042400,-2.93825232401527,0.00633151413433108,0.420533582172152
,ENSSSCG00000030269,-2.45644513248711,0.00648915510397747,0.429425187210465
PLEK2,ENSSSCG00000002290,2.35186362505646,0.00652489555899939,0.430214464120011
SLC1A6,ENSSSCG00000013833,-2.54481582949813,0.00658613726592427,0.432673293986138
FANCB,ENSSSCG00000012130,2.56947861397228,0.00669923414684574,0.434446225092443
KRT2,ENSSSCG00000037806,-2.44618585170245,0.00670234416714846,0.434446225092443
TPX2,ENSSSCG00000007235,2.33550577881929,0.00672481185417184,0.434446225092443
,ENSSSCG00000057080,-3.2657448304901,0.00679238802175431,0.434446225092443
ESPNL,ENSSSCG00000016335,-3.2657448304901,0.00679238802175431,0.434446225092443
,ENSSSCG00000061925,-3.2657448304901,0.00679238802175431,0.434446225092443
,ENSSSCG00000052373,-3.2657448304901,0.00679238802175431,0.434446225092443
C1QTNF4,ENSSSCG00000013231,-2.47503652035731,0.00680550657041744,0.434446225092443
,ENSSSCG00000024911,2.33598691092017,0.00685970254822772,0.436364036043246
SLCO4A1,ENSSSCG00000039419,2.40705903924885,0.00706802272369948,0.44803824044335
CD69,ENSSSCG00000000653,2.5496135811655,0.00712124511489299,0.449833616243555
,ENSSSCG00000040146,2.89296338438547,0.00718349393928853,0.45061458856662
FAM177B,ENSSSCG00000010837,2.89296338438547,0.00718349393928853,0.45061458856662
LIN7A,ENSSSCG00000040348,-2.73448849396745,0.00727300493607361,0.454650889879259
,ENSSSCG00000014929,-2.43952751168588,0.00729874746845221,0.454686799189854
CGAS,ENSSSCG00000021383,2.32549935920276,0.0073799645198071,0.458166457095653
STAR,ENSSSCG00000034942,-2.42061572750926,0.00747998984675647,0.459392446470103
CPB1,ENSSSCG00000011694,2.67178050944925,0.00751250984419503,0.459392446470103
,ENSSSCG00000042082,-3.67191243264034,0.00752334476907086,0.459392446470103
,ENSSSCG00000054269,-3.67191243264034,0.00752334476907086,0.459392446470103
KIF20B,ENSSSCG00000010457,2.30465330776044,0.00755188583357524,0.459392446470103
PAX5,ENSSSCG00000036086,3.22116355796828,0.00762813877820142,0.459392446470103
GBX2,ENSSSCG00000016319,3.22116355796828,0.00762813877820142,0.459392446470103
INSYN2B,ENSSSCG00000017010,3.22116355796828,0.00762813877820142,0.459392446470103
SERPINB11,ENSSSCG00000022337,-2.47318636908045,0.00762856935353874,0.459392446470103
CENPL,ENSSSCG00000015496,2.33697024054226,0.00772910724810832,0.463480349066961
NRG2,ENSSSCG00000021082,-2.59125407053802,0.00774776184092894,0.463480349066961
FBXO43,ENSSSCG00000053859,2.34320456710321,0.007806921315696,0.465478021417043
SLC6A4,ENSSSCG00000017797,-2.37699927381914,0.00785265745799937,0.46666483432966
MCM3,ENSSSCG00000025488,2.27710112736947,0.00807891757177798,0.478536802792593
KRT23,ENSSSCG00000024067,-2.52729372087883,0.00810734583568216,0.478651339436058
FSTL4,ENSSSCG00000014293,2.27758543341603,0.00820339890108278,0.479362534704407
,ENSSSCG00000057650,2.37660398412265,0.00820604951373498,0.479362534704407
,ENSSSCG00000035073,-2.7579218133035,0.00823557953410185,0.479362534704407
,ENSSSCG00000045463,-3.1922120536648,0.00831832584812323,0.479362534704407
,ENSSSCG00000063031,-3.1922120536648,0.00831832584812323,0.479362534704407
,ENSSSCG00000056212,-3.1922120536648,0.00831832584812323,0.479362534704407
CDCA2,ENSSSCG00000009653,2.35797616417658,0.00831883546764308,0.479362534704407
,ENSSSCG00000056423,2.44359665581014,0.00833166367193534,0.479362534704407
,ENSSSCG00000039020,3.62859661768803,0.00835932859316097,0.479427397981099
,ENSSSCG00000050103,-2.97112026016932,0.00843548498735617,0.482264151207521
SASS6,ENSSSCG00000028821,2.2689081867934,0.00847067440864158,0.482748277181447
,ENSSSCG00000012102,2.29289892920014,0.00852921575113623,0.484556011823985
